ScenarioID,Status,ErrTheta,ErrP,ErrF,SumPtrue,Note
1,ok,0.000941601717000775,0.0011851849927115,0.000959612783168277,0,
2,ok,0.00208230261968052,0.00104049190109835,0.0010109447522943,-4.44089209850063e-16,
3,ok,0.00111754649588184,0.00118997848014625,0.00104106581430273,-2.22044604925031e-16,
4,ok,0.00172510498018404,0.00136197087048373,0.00108350272608835,2.22044604925031e-16,
5,ok,0.00250505082614489,0.00158330336247548,0.00135254896382144,-2.22044604925031e-16,
6,ok,0.00050023002881067,0.00153289527704693,0.00105628189764314,2.22044604925031e-16,
7,ok,0.00153519490509161,0.00175080686874465,0.00105823543985756,2.22044604925031e-16,
8,ok,0.0012950047240181,0.00157235796768581,0.00122625785553004,0,
9,ok,0.00234654514446563,0.00229800261945108,0.00160016493691227,-2.22044604925031e-16,
10,ok,0.00137866517201639,0.00193796037377609,0.00143534091419809,0,
11,ok,0.00286508731525161,0.00175272440668781,0.0015824062201372,0,
12,ok,0.00183551204729165,0.00193556433678052,0.00122143916918496,4.44089209850063e-16,
13,ok,0.0010655860081446,0.00176465099350718,0.00129616499455104,2.22044604925031e-16,
14,ok,0.00040779160451254,0.000831387304952302,0.000531625533369509,-2.22044604925031e-16,
15,ok,0.00289030158051089,0.000974412819896999,0.000973529073217771,2.22044604925031e-16,
16,ok,0.00339350128477992,0.000858875222944446,0.00094209214318341,2.22044604925031e-16,
17,ok,0.00128951464670472,0.00136182132075412,0.00124405436730714,0,
18,ok,0.000963142219667442,0.000944508957212972,0.000740361033895232,0,
19,ok,0.00109660568379444,0.00185511721720467,0.00113784713262133,-4.44089209850063e-16,
20,ok,0.000647074161468287,0.00103349565149133,0.00092371741910271,-4.44089209850063e-16,
21,ok,0.000551632465259246,0.0021277975377692,0.00110168346503274,2.22044604925031e-16,
22,ok,0.000869436850679276,0.00101834669994645,0.000716344540319107,-2.22044604925031e-16,
23,ok,0.00116200348647617,0.00142005418320005,0.00113479989629464,0,
24,ok,0.00108021263077588,0.00107098225840158,0.00117700800362292,0,
25,ok,0.000599893900146331,0.002437024124816,0.00142059634809519,0,
26,ok,0.00179702259808553,0.000931254197302525,0.000942795669450353,0,
27,ok,0.00100833756079419,0.00103327475175465,0.000967464052391406,2.22044604925031e-16,
28,ok,0.00145606487105602,0.00161681640490944,0.00146362824180658,4.44089209850063e-16,
29,ok,0.00164419945014372,0.00135861788629384,0.000914171028185334,-2.22044604925031e-16,
30,ok,0.0012849429778217,0.00200039384189832,0.00122746050545311,-6.66133814775094e-16,
31,ok,0.00120745667610576,0.00101972248111261,0.000814148481891374,0,
32,ok,0.000541776575039023,0.00195290599222139,0.00116097252554576,2.22044604925031e-16,
33,ok,0.00390256723035549,0.00162629409623335,0.0021013591983477,0,
34,ok,0.00255825810784762,0.00111065581066271,0.000985345933739752,0,
35,ok,0.00159258886974273,0.00135359466669554,0.0011116412267283,-4.44089209850063e-16,
36,ok,0.00094382762990256,0.00227408234989391,0.0017112051774655,0,
37,ok,0.00130156444819822,0.00200124431716413,0.00142735447616889,0,
38,ok,0.00311236622811631,0.00232402521565027,0.00198728040247773,2.22044604925031e-16,
39,ok,0.00240669494874964,0.00266517190857108,0.00251751826882318,2.22044604925031e-16,
40,ok,0.000848147224102429,0.000676473006916148,0.00062675409588748,2.22044604925031e-16,
41,ok,0.00161638231511831,0.00168156467420124,0.00126304222672331,6.66133814775094e-16,
42,ok,0.00289324366050519,0.00159969807400361,0.00145179955704567,2.22044604925031e-16,
43,ok,0.00119039519087719,0.000952847963797786,0.000695221122655607,4.44089209850063e-16,
44,ok,0.00176697709860585,0.0017275339036664,0.00146606512904264,0,
45,ok,0.000682347182216424,0.00138176803292892,0.00092846067338193,0,
46,ok,0.00139290630381883,0.00247501341777249,0.00155183622675303,2.22044604925031e-16,
47,ok,0.000646886247220902,0.00205218210889417,0.00137442476814701,-4.44089209850063e-16,
48,ok,0.00151616691161896,0.00111205087996054,0.00109628312225932,6.66133814775094e-16,
49,ok,0.000799805849395365,0.000948128302180975,0.000901130336725368,-6.66133814775094e-16,
50,ok,0.00135379679325392,0.000611967993423609,0.000496371598506546,4.44089209850063e-16,
51,ok,0.000628023559777692,0.00115334651237747,0.000790959792516454,0,
52,ok,0.000815828155561929,0.00142600998531628,0.00103045523995708,2.22044604925031e-16,
53,ok,0.00138740735059099,0.00193853129391902,0.00140971535326583,6.66133814775094e-16,
54,ok,0.00231186183615481,0.00114979117613433,0.00132244965452202,0,
55,ok,0.000381222129554799,0.000618210687922107,0.0004825043086868,0,
56,ok,0.00189399166547267,0.00233917616693712,0.0021348863911122,0,
57,ok,0.00204886515881302,0.00146555777971659,0.0010489414454131,2.22044604925031e-16,
58,ok,0.00249037052124843,0.00328808025676667,0.00224209982080569,0,
59,ok,0.000976418584724379,0.00131754252507955,0.00125951747187797,-2.22044604925031e-16,
60,ok,0.0020697723825777,0.00120938364565806,0.00103474347458049,-2.22044604925031e-16,
61,ok,0.00123602115004492,0.00209261857167281,0.00136426579160064,0,
62,ok,0.00328154483881294,0.00130192394396799,0.00106673506957458,2.22044604925031e-16,
63,ok,0.000615162167963771,0.000925013452498519,0.000813615545539938,0,
64,ok,0.00162776936176337,0.00266959317991784,0.00188840252876588,-4.44089209850063e-16,
65,ok,0.00153323858018615,0.0008239298296519,0.000814909880734575,0,
66,ok,0.00129401516352738,0.00115858354547407,0.00108756016053881,0,
67,ok,0.000754826214260458,0.000909613542814333,0.00059236342487788,-2.22044604925031e-16,
68,ok,0.00280177641235142,0.000889607774160719,0.00100579327351375,6.66133814775094e-16,
69,ok,0.00270106714639729,0.00172776947740822,0.00154156885778079,4.44089209850063e-16,
70,ok,0.00305766818432758,0.00117512517827226,0.00118725792688054,0,
71,ok,0.000788070109188221,0.00217744993429956,0.0012941024027294,-2.22044604925031e-16,
72,ok,0.00100673889274805,0.000843938266407207,0.000623138547628943,0,
73,ok,0.00122949225480462,0.00120937086593147,0.0010977725056267,0,
74,ok,0.000863400020770543,0.00110505145153867,0.00093345327587819,0,
75,ok,0.000927195888101921,0.00322645600326434,0.00186872467049916,2.22044604925031e-16,
76,ok,0.00166237060691115,0.00186831381986707,0.00127261364353169,0,
77,ok,0.00156414685514095,0.00179631063222143,0.00146023190478974,0,
78,ok,0.000934440718076359,0.00157168395500285,0.00114515465481851,-4.44089209850063e-16,
79,ok,0.00235001728765681,0.0012830625373371,0.0010383040024178,-2.22044604925031e-16,
80,ok,0.0016694744756657,0.00164108322396076,0.00129148148823172,0,
81,ok,0.00202390737174162,0.00130100457086651,0.000988675474824071,0,
82,ok,0.000528761002480201,0.00158880585471651,0.000974543973504616,2.22044604925031e-16,
83,ok,0.0012889990440556,0.0031373898975077,0.00191856630072617,0,
84,ok,0.00164446211053626,0.00209683801342392,0.00174843375630028,4.44089209850063e-16,
85,ok,0.00102977460245755,0.00121524648773344,0.00105756038629445,0,
86,ok,0.0016901583084175,0.00244832860318311,0.00172883808604759,0,
87,ok,0.0025808552286485,0.00225445154901288,0.00170135646956416,0,
88,ok,0.00100077999278263,0.00151856060958527,0.00112424304086751,2.22044604925031e-16,
89,ok,0.00182052151972517,0.00183905808793479,0.0011940943567436,0,
90,ok,0.000893987704223858,0.000889528975148186,0.000818943937843534,2.22044604925031e-16,
91,ok,0.00211140801677004,0.00192246307791251,0.0013313029145016,-4.44089209850063e-16,
92,ok,0.00116690310891829,0.00111591531240364,0.000863487011625008,2.22044604925031e-16,
93,ok,0.000707377206761037,0.000923473169639161,0.00077004212606776,0,
94,ok,0.00126635081121317,0.00176343988129981,0.00147085247657622,2.22044604925031e-16,
95,ok,0.00102181591086814,0.000813629370466751,0.000708628062431341,-2.22044604925031e-16,
96,ok,0.00138924661195327,0.00150789842372035,0.00127091593623961,-2.22044604925031e-16,
97,ok,0.00203660157456083,0.00192723622102361,0.00193787225400289,2.22044604925031e-16,
98,ok,0.00248473903904608,0.00158667166674994,0.00120437628276473,2.22044604925031e-16,
99,ok,0.00547524279594415,0.00161636227149339,0.00184971266974436,2.22044604925031e-16,
100,ok,0.00121609171083441,0.00257182066561597,0.00160644024124744,6.66133814775094e-16,
