ScenarioID,Status,ErrTheta,ErrP,ErrF,SumPtrue,Note
1,ok,0.000941601717000775,0.0011851849927115,0.000959612783168277,0,
2,ok,0.00208230261968052,0.00104049190109835,0.0010109447522943,-4.44089209850063e-16,
3,ok,0.00111754649588184,0.00118997848014625,0.00104106581430273,-2.22044604925031e-16,
4,ok,0.00172510498018404,0.00136197087048373,0.00108350272608835,2.22044604925031e-16,
5,ok,0.00250505082614489,0.00158330336247548,0.00135254896382144,-2.22044604925031e-16,
6,ok,0.00050023002881067,0.00153289527704693,0.00105628189764314,2.22044604925031e-16,
7,ok,0.00153519490509161,0.00175080686874465,0.00105823543985756,2.22044604925031e-16,
8,ok,0.0012950047240181,0.00157235796768581,0.00122625785553004,0,
9,ok,0.00234654514446563,0.00229800261945108,0.00160016493691227,-2.22044604925031e-16,
10,ok,0.00137866517201639,0.00193796037377609,0.00143534091419809,0,
